species,analysis_node,filtered_total_count,filtered_microRNA_score,filtered_no_hits,unfiltered_total_count,unfiltered_microRNA_score,filtered_out_families
Mustelaputorius,Lepidoptera,163.0,243.28,"Mir-122, Mir-1301, Mir-1329, Mir-1379, Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-2001, Mir-2184, Mir-2188, Mir-224, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-337, Mir-4057, Mir-452, Mir-456, Mir-458, Mir-460, Mir-598, Mir-675, Mir-7147, Mir-7180, Mir-725, Mir-726, Mir-727, Mir-76",185,276.12,"Mir-1296, Mir-1805, Mir-1842, Mir-2114, Mir-2355, Mir-2387, Mir-324, Mir-448, Mir-4541, Mir-483, Mir-541, Mir-590, Mir-592, Mir-671, Mir-6715, Mir-672, Mir-676, Mir-71, Mir-722, Mir-737, Mir-873, Mir-877"
Myathropaflorea,Lepidoptera,97.0,144.78,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750, Mir-1175, Mir-153, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750",116,173.13,"Mir-14, Mir-193, Mir-2001, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999, Mir-14, Mir-193, Mir-1993, Mir-2001, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Myodesglareolus,Lepidoptera,151.0,225.37,"Mir-1296, Mir-1307, Mir-1329, Mir-1379, Mir-1388, Mir-1397, Mir-1416, Mir-150, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-197, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-2387, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-3613, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-590, Mir-599, Mir-71, Mir-7147, Mir-7180, Mir-725, Mir-726, Mir-727, Mir-76, Mir-760, Mir-885, Mir-9851",177,264.18,"Mir-1277, Mir-1301, Mir-1343, Mir-147, Mir-1911, Mir-2355, Mir-330, Mir-339, Mir-345, Mir-346, Mir-384, Mir-432, Mir-448, Mir-486, Mir-489, Mir-504, Mir-541, Mir-542, Mir-628, Mir-6529, Mir-676, Mir-722, Mir-737, Mir-769, Mir-876, Mir-877"
Myripristismurdjan,Lepidoptera,98.0,146.27,"Mir-1329, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-71, Mir-76",104,155.22,"Mir-147, Mir-32, Mir-4541, Mir-7133, Mir-729, Mir-875"
Mythimnaalbipuncta,Lepidoptera,94.0,140.3,"Mir-12, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-999, Mir-12, Mir-219, Mir-3049, Mir-315, Mir-36",123,183.58,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-242, Mir-275, Mir-2765, Mir-306, Mir-33, Mir-957, Mir-970, Mir-988, Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-242, Mir-275, Mir-2765, Mir-306, Mir-33, Mir-957, Mir-970, Mir-988, Mir-999"
Mythimnaferrago,Lepidoptera,183.0,273.13,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-999, Mir-12, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-999, Mir-12, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-999, Mir-12, Mir-153, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-999",238,355.22,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-33, Mir-957, Mir-970, Mir-988, Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-33, Mir-957, Mir-970, Mir-988, Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-33, Mir-957, Mir-970, Mir-988, Mir-1000, Mir-14, Mir-193, Mir-1993, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-33, Mir-71, Mir-957, Mir-970, Mir-988"
Mythimnaimpura,Lepidoptera,144.0,214.93,"Mir-12, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-12, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-12, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36",184,274.63,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-22, Mir-275, Mir-2765, Mir-33, Mir-36, Mir-71, Mir-957, Mir-970, Mir-988, Mir-999, Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-22, Mir-275, Mir-2765, Mir-33, Mir-957, Mir-970, Mir-988, Mir-999, Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-22, Mir-275, Mir-2765, Mir-33, Mir-957, Mir-970, Mir-988, Mir-999"
Mythimnaseparata,Lepidoptera,46.0,68.66,"Mir-12, Mir-242, Mir-3049, Mir-36, Mir-375",62,92.54,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-315, Mir-33, Mir-957, Mir-970, Mir-988, Mir-999"
Myzuspersicae,Lepidoptera,30.0,44.78,"Mir-12, Mir-133, Mir-153, Mir-1993, Mir-2001, Mir-216, Mir-22, Mir-242, Mir-2765, Mir-282, Mir-306, Mir-31, Mir-33, Mir-932",48,71.64,"Iab-4, Mir-1, Mir-1000, Mir-14, Mir-193, Mir-210, Mir-275, Mir-277, Mir-2796, Mir-3, Mir-3049, Mir-316, Mir-317, Mir-36, Mir-76, Mir-929, Mir-965, Mir-971"
Najanaja,Lepidoptera,93.0,138.81,"Mir-1388, Mir-1416, Mir-1662, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-459, Mir-460, Mir-489, Mir-7147, Mir-722, Mir-725, Mir-727, Mir-7463",100,149.25,"Mir-1677, Mir-187, Mir-2184, Mir-4541, Mir-71, Mir-726, Mir-76"
Nebriabrevicollis,Lepidoptera,94.0,140.3,"Mir-193, Mir-1993, Mir-242, Mir-3049, Mir-306, Mir-36, Mir-1993, Mir-242, Mir-3049, Mir-306, Mir-36",117,174.63,"Mir-14, Mir-153, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-316, Mir-932, Mir-965, Mir-970, Mir-989, Mir-14, Mir-153, Mir-193, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-316, Mir-932, Mir-965, Mir-970, Mir-989"
Nebriasalina,Lepidoptera,94.0,140.3,"Mir-153, Mir-1993, Mir-3049, Mir-306, Mir-36, Mir-153, Mir-1993, Mir-3049, Mir-306, Mir-36",118,176.12,"Mir-14, Mir-193, Mir-2001, Mir-22, Mir-242, Mir-2765, Mir-2796, Mir-316, Mir-932, Mir-965, Mir-970, Mir-989, Mir-14, Mir-193, Mir-2001, Mir-22, Mir-242, Mir-2765, Mir-2796, Mir-316, Mir-932, Mir-965, Mir-970, Mir-989"
Neodiprionlecontei,Lepidoptera,45.0,67.16,"Mir-153, Mir-1993, Mir-242, Mir-36, Mir-970, Mir-989",58,86.57,"Mir-1000, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-375, Mir-929, Mir-932, Mir-965"
Neodiprionpinetum,Lepidoptera,45.0,67.16,"Mir-153, Mir-1993, Mir-242, Mir-36, Mir-970, Mir-989",58,86.57,"Mir-1000, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-375, Mir-929, Mir-932, Mir-965"
Neomonachusschauinslandi,Lepidoptera,175.0,261.19,"Mir-1329, Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-1805, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-337, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-71, Mir-7147, Mir-7180, Mir-725, Mir-726, Mir-727, Mir-76",189,282.09,"Mir-1379, Mir-203, Mir-2114, Mir-2355, Mir-448, Mir-452, Mir-541, Mir-598, Mir-672, Mir-675, Mir-722, Mir-737, Mir-769, Mir-9851"
Nephrotomaflavescens,Lepidoptera,90.0,134.33,"Mir-1175, Mir-153, Mir-242, Mir-3049, Mir-36, Mir-71, Mir-927, Mir-153, Mir-2001, Mir-242, Mir-3049, Mir-36, Mir-927",121,180.6,"Bantam, Mir-1000, Mir-14, Mir-1993, Mir-2001, Mir-275, Mir-2765, Mir-306, Mir-316, Mir-750, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999, Bantam, Mir-1000, Mir-14, Mir-275, Mir-2765, Mir-306, Mir-316, Mir-71, Mir-750, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Nezaraviridula,Lepidoptera,40.0,59.7,"Mir-153, Mir-1993, Mir-2001, Mir-242, Mir-33, Mir-36, Mir-375, Mir-929",54,80.6,"Mir-1000, Mir-12, Mir-22, Mir-275, Mir-2765, Mir-278, Mir-2796, Mir-282, Mir-3, Mir-3049, Mir-306, Mir-316, Mir-932, Mir-965"
Nibeaalbiflora,Lepidoptera,97.0,144.78,"Mir-1329, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-4541, Mir-71, Mir-729, Mir-76, Mir-875",101,150.75,"Mir-147, Mir-32, Mir-451, Mir-7132"
Nilaparvatalugens,Lepidoptera,40.0,59.7,"Mir-153, Mir-1993, Mir-2001, Mir-242, Mir-3, Mir-31, Mir-36",55,82.09,"Mir-1175, Mir-14, Mir-190, Mir-216, Mir-22, Mir-2765, Mir-2796, Mir-282, Mir-3049, Mir-306, Mir-316, Mir-76, Mir-929, Mir-932, Mir-965"
Noctuafimbriata,Lepidoptera,92.0,137.31,"Mir-12, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-999, Mir-12, Mir-3049, Mir-375, Mir-71, Mir-957, Mir-999",122,182.09,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-242, Mir-275, Mir-2765, Mir-306, Mir-932, Mir-970, Mir-988, Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-242, Mir-275, Mir-2765, Mir-306, Mir-315, Mir-36, Mir-932, Mir-970, Mir-988"
Noctuajanthe,Lepidoptera,94.0,140.3,"Mir-219, Mir-242, Mir-3049, Mir-999, Mir-242, Mir-3049, Mir-315, Mir-999",126,188.06,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-315, Mir-36, Mir-932, Mir-957, Mir-970, Mir-988, Mir-1000, Mir-12, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-36, Mir-932, Mir-957, Mir-970, Mir-988"
Noctuapronuba,Lepidoptera,93.0,138.81,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-999, Mir-12, Mir-242, Mir-3049, Mir-315, Mir-957, Mir-999",121,180.6,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-932, Mir-970, Mir-988, Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-36, Mir-71, Mir-932, Mir-970, Mir-988"
Nomadafabriciana,Lepidoptera,92.0,137.31,"Mir-153, Mir-1993, Mir-22, Mir-242, Mir-36, Mir-970, Mir-153, Mir-1993, Mir-22, Mir-242, Mir-36, Mir-929, Mir-970",115,171.64,"Mir-1000, Mir-14, Mir-2001, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965, Mir-989, Mir-1000, Mir-14, Mir-2001, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-932, Mir-965, Mir-989"
Nomascusleucogenys,Lepidoptera,193.0,288.06,"Mir-1388, Mir-1397, Mir-150, Mir-1662, Mir-1788, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-456, Mir-458, Mir-460, Mir-71, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-737, Mir-76",220,328.36,"Mir-1271, Mir-1329, Mir-1343, Mir-1379, Mir-1416, Mir-1805, Mir-2355, Mir-2387, Mir-242, Mir-2483, Mir-3146, Mir-350, Mir-3617, Mir-384, Mir-4541, Mir-4677, Mir-550, Mir-576, Mir-577, Mir-579, Mir-624, Mir-642, Mir-672, Mir-676, Mir-722, Mir-887, Mir-944"
Nothobranchiusfurzeri,Lepidoptera,92.0,137.31,"Mir-1329, Mir-2001, Mir-208, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-4541, Mir-551, Mir-71, Mir-76, Mir-875",99,147.76,"Mir-145, Mir-147, Mir-214, Mir-7132, Mir-7133, Mir-729, Mir-734"
Nothobranchiuskuhntae,Lepidoptera,94.0,140.3,"Mir-1329, Mir-139, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-4541, Mir-551, Mir-76, Mir-875",100,149.25,"Mir-145, Mir-147, Mir-71, Mir-7132, Mir-7133, Mir-729"
Notoceliauddmanniana,Lepidoptera,96.0,143.28,"Mir-12, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-999, Mir-12, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-970, Mir-999",117,174.63,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-22, Mir-275, Mir-2765, Mir-932, Mir-957, Mir-965, Mir-970, Mir-1000, Mir-14, Mir-153, Mir-193, Mir-22, Mir-275, Mir-2765, Mir-932, Mir-957, Mir-965"
Notodontadromedarius,Lepidoptera,92.0,137.31,"Mir-12, Mir-153, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-999, Mir-12, Mir-153, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-999",116,173.13,"Mir-1000, Mir-14, Mir-193, Mir-1993, Mir-22, Mir-2765, Mir-306, Mir-375, Mir-929, Mir-932, Mir-970, Mir-988, Mir-1000, Mir-14, Mir-193, Mir-1993, Mir-22, Mir-2765, Mir-306, Mir-375, Mir-929, Mir-932, Mir-970, Mir-988"
Notodontaziczac,Lepidoptera,92.0,137.31,"Mir-12, Mir-153, Mir-219, Mir-242, Mir-3049, Mir-36, Mir-999, Mir-12, Mir-153, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-999",120,179.1,"Mir-1000, Mir-14, Mir-193, Mir-1993, Mir-22, Mir-2765, Mir-306, Mir-315, Mir-375, Mir-929, Mir-932, Mir-957, Mir-970, Mir-988, Mir-1000, Mir-14, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-306, Mir-375, Mir-929, Mir-932, Mir-957, Mir-970, Mir-988"
Notolabruscelidotus,Lepidoptera,98.0,146.27,"Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-875",105,156.72,"Mir-1329, Mir-147, Mir-4541, Mir-71, Mir-729, Mir-737, Mir-76"
Nowickiaferox,Lepidoptera,43.0,64.18,"Mir-14, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750",58,86.57,"Mir-1000, Mir-1175, Mir-153, Mir-193, Mir-2001, Mir-275, Mir-29, Mir-306, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-988, Mir-999"
Nymphalispolychloros,Lepidoptera,147.0,219.4,"Mir-12, Mir-14, Mir-153, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999, Mir-12, Mir-153, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999, Mir-12, Mir-153, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999",173,258.21,"Mir-1000, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-71, Mir-929, Mir-988, Mir-1000, Mir-14, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-71, Mir-929, Mir-988, Mir-1000, Mir-14, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-71, Mir-929, Mir-988"
Nymphalisurticae,Lepidoptera,150.0,223.88,"Mir-12, Mir-153, Mir-219, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999, Mir-12, Mir-153, Mir-219, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999, Mir-12, Mir-153, Mir-219, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999",174,259.7,"Mir-1000, Mir-14, Mir-1993, Mir-22, Mir-242, Mir-2765, Mir-929, Mir-988, Mir-1000, Mir-14, Mir-1993, Mir-22, Mir-242, Mir-2765, Mir-929, Mir-988, Mir-1000, Mir-14, Mir-1993, Mir-22, Mir-242, Mir-2765, Mir-929, Mir-988"
Nyssonspinosus,Lepidoptera,94.0,140.3,"Mir-153, Mir-1993, Mir-242, Mir-36, Mir-970, Mir-989, Mir-153, Mir-1993, Mir-242, Mir-36, Mir-970, Mir-989",116,173.13,"Mir-1000, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-1000, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932"
Ochlodessylvanus,Lepidoptera,84.0,125.37,"Bantam, Mir-12, Mir-153, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-929, Mir-957, Mir-12, Mir-153, Mir-219, Mir-242, Mir-3049, Mir-36, Mir-375, Mir-957",116,173.13,"Mir-1000, Mir-14, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-276, Mir-2765, Mir-306, Mir-33, Mir-71, Mir-932, Mir-970, Mir-971, Mir-988, Mir-989, Mir-999, Mir-1000, Mir-14, Mir-1993, Mir-22, Mir-275, Mir-2765, Mir-3, Mir-306, Mir-929, Mir-932, Mir-970, Mir-971, Mir-988, Mir-989, Mir-999"
Ochropleuraplecta,Lepidoptera,91.0,135.82,"Mir-12, Mir-1993, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-999, Mir-12, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-999",120,179.1,"Mir-1000, Mir-14, Mir-153, Mir-2001, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-375, Mir-71, Mir-932, Mir-957, Mir-970, Mir-988, Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-2001, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-932, Mir-970, Mir-988"
Octopusbimaculoides,Lepidoptera,44.0,65.67,"Bantam, Mir-12, Mir-193, Mir-1985, Mir-1990",47,70.15,"Mir-1989, Mir-2001, Mir-242"
Octopussinensis,Lepidoptera,45.0,67.16,"Mir-1985, Mir-1990, Mir-2722, Mir-96",48,71.64,"Mir-1989, Mir-2001, Mir-242"
Ocypusolens,Lepidoptera,96.0,143.28,"Mir-1993, Mir-242, Mir-278, Mir-306, Mir-1993, Mir-242, Mir-278, Mir-306",120,179.1,"Mir-12, Mir-14, Mir-153, Mir-2001, Mir-22, Mir-275, Mir-2765, Mir-3049, Mir-316, Mir-965, Mir-970, Mir-989, Mir-12, Mir-14, Mir-153, Mir-2001, Mir-22, Mir-275, Mir-2765, Mir-3049, Mir-316, Mir-965, Mir-970, Mir-989"
Odocoileushemionushemionus,Lepidoptera,173.0,258.21,"Mir-1379, Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-1805, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-337, Mir-384, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-590, Mir-675, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-737",188,280.6,"Mir-197, Mir-2114, Mir-325, Mir-350, Mir-431, Mir-448, Mir-486, Mir-598, Mir-653, Mir-672, Mir-676, Mir-71, Mir-722, Mir-76, Mir-877"
Odocoileusvirginianustexanus,Lepidoptera,174.0,259.7,"Mir-1379, Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-1805, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-384, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-590, Mir-675, Mir-71, Mir-7147, Mir-725, Mir-727, Mir-737, Mir-76",188,280.6,"Mir-197, Mir-2114, Mir-325, Mir-337, Mir-350, Mir-431, Mir-486, Mir-598, Mir-653, Mir-672, Mir-676, Mir-722, Mir-726, Mir-877"
Omphaloscelislunosa,Lepidoptera,93.0,138.81,"Mir-12, Mir-3049, Mir-315, Mir-12, Mir-3049, Mir-315",128,191.04,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-2001, Mir-219, Mir-242, Mir-275, Mir-2765, Mir-306, Mir-932, Mir-957, Mir-965, Mir-970, Mir-988, Mir-999, Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-242, Mir-275, Mir-2765, Mir-278, Mir-306, Mir-71, Mir-932, Mir-957, Mir-965, Mir-970, Mir-988, Mir-999"
